# We charge an empty 20 cell (24V) battery, same as the
# real one we'll be using.  The temperatures seem wrong on the 
# high-side, cause it says its approx. 120F, but it's far too
# hot to touch.  Seems like different temperature sensors
# are giving us very different values.
# 
# The anomoly at 22:42.39 is caused by me realizing that the
# desktop power-supply won't be sufficient to charge the 24V
# battery, so I switched to the giant 32V brick.

22:43.19 E:  0,B:234,B:29.03V@1.97,D:31.22V@1.88,T:21.6
22:43.29 E:  0,B:234,B:29.04V@1.93,D:31.22V@1.85,T:21.6
22:43.39 E:  0,B:234,B:29.05V@1.92,D:31.22V@1.83,T:21.6
22:43.49 E:  0,B:235,B:29.12V@2.08,D:31.22V@1.99,T:21.6
22:43.59 E:  0,B:235,B:29.13V@2.06,D:31.22V@1.96,T:21.6
22:44.09 E:  0,B:235,B:29.14V@2.03,D:31.22V@1.95,T:21.6
22:44.19 E:  0,B:235,B:29.15V@2.02,D:31.22V@1.94,T:21.6
22:44.29 E:  0,B:235,B:29.15V@2.01,D:31.22V@1.92,T:21.6
22:44.40 E:  0,B:235,B:29.15V@2.00,D:31.22V@1.91,T:21.6
22:44.50 E:  0,B:235,B:29.15V@1.98,D:31.22V@1.89,T:21.7
22:45.00 E:  0,B:235,B:29.15V@1.98,D:31.22V@1.89,T:21.7
22:45.10 E:  0,B:235,B:29.16V@1.96,D:31.22V@1.88,T:21.7
22:45.20 E:  0,B:235,B:29.15V@1.95,D:31.22V@1.85,T:21.7
22:45.30 E:  0,B:235,B:29.17V@1.93,D:31.22V@1.85,T:21.7
22:45.40 E:  0,B:235,B:29.17V@1.93,D:31.22V@1.86,T:21.7
22:45.50 E:  0,B:235,B:29.17V@1.93,D:31.22V@1.85,T:21.8
22:46.00 E:  0,B:236,B:29.22V@2.11,D:31.22V@1.97,T:21.8
22:46.10 E:  0,B:236,B:29.24V@2.08,D:31.22V@1.99,T:21.7
22:46.20 E:  0,B:236,B:29.25V@2.07,D:31.22V@1.99,T:21.8
22:46.30 E:  0,B:236,B:29.26V@2.05,D:31.22V@1.97,T:21.8
22:46.40 E:  0,B:236,B:29.26V@2.03,D:31.22V@1.96,T:21.8
22:46.50 E:  0,B:236,B:29.27V@2.02,D:31.22V@1.95,T:21.8
22:47.00 E:  0,B:236,B:29.27V@2.02,D:31.22V@1.94,T:21.8
22:47.10 E:  0,B:236,B:29.27V@2.01,D:31.22V@1.92,T:21.8
22:47.20 E:  0,B:236,B:29.27V@2.00,D:31.22V@1.93,T:21.9
22:47.30 E:  0,B:236,B:29.27V@2.00,D:31.22V@1.91,T:21.9
22:47.40 E:  0,B:236,B:29.27V@1.98,D:31.22V@1.91,T:21.9
22:47.50 E:  0,B:236,B:29.27V@1.97,D:31.22V@1.89,T:21.9
22:48.00 E:  0,B:236,B:29.27V@1.96,D:31.22V@1.88,T:21.9
22:48.10 E:  0,B:236,B:29.28V@1.96,D:31.22V@1.87,T:21.9
22:48.20 E:  0,B:236,B:29.28V@1.94,D:31.22V@1.88,T:22.0
22:48.30 E:  0,B:236,B:29.28V@1.92,D:31.22V@1.87,T:22.0
22:48.40 E:  0,B:236,B:29.29V@1.91,D:31.22V@1.84,T:22.0
22:48.50 E:  0,B:237,B:29.38V@2.07,D:31.22V@2.00,T:22.0
22:49.00 E:  0,B:237,B:29.39V@2.06,D:31.22V@1.97,T:22.0
22:49.10 E:  0,B:237,B:29.39V@2.04,D:31.22V@1.97,T:22.0
22:49.20 E:  0,B:237,B:29.39V@2.04,D:31.22V@1.95,T:22.0
22:49.30 E:  0,B:237,B:29.39V@2.01,D:31.22V@1.95,T:22.0
22:49.40 E:  0,B:237,B:29.39V@2.02,D:31.22V@1.94,T:22.1
22:49.50 E:  0,B:237,B:29.39V@2.01,D:31.22V@1.93,T:22.1
22:50.00 E:  0,B:237,B:29.39V@2.01,D:31.22V@1.93,T:22.1
22:50.11 E:  0,B:237,B:29.39V@2.00,D:31.22V@1.93,T:22.1
